house_id,house_location,house_type,fp_seg_num,fp_perimeter_len,seg_numTOunique_lengths,fp_avg_seg_len_3long,fp_avg_seg_len_3short,ratio_3lngTO3hrt,footprint_area,boundingbox_area,bbTOfp_ratio,bb_0_180_axis_len,bb_90_270_axis_len,bb_lngTOshrt_ratio,roof_srf_num,ratio_flat,ratio_0*,ratio_90*,ratio_180*,ratio_270*
96,Moreton_Bay_Mixed,R2,8,46.352612,0.75,10.104304,1.617123,6.248323,122.955378,132.234214,1.075465,10.155995,13.020311,1.282032,5,0,0.383788,0.084162,0.29598,0.23607
97,Moreton_Bay_Mixed,R2,12,80.746614,0.833333,12.529647,2.278118,5.5,226.998561,291.118467,1.282468,14.111673,20.629621,1.461883,8,0.114614,0.264298,0.139901,0.284186,0.197001
98,Moreton_Bay_Mixed,R2,6,52.64983,1,11.580431,5.969512,1.939929,145.819525,170.543251,1.16955,14.807765,11.51715,1.285714,6,0,0.189269,0.2975,0.209248,0.303984
99,Moreton_Bay_Mixed,R2,6,54.168575,1,12.023399,6.032793,1.993007,153.103694,182.905114,1.194649,12.846052,14.238235,1.108374,6,0,0.27705,0.208404,0.294929,0.219087
100,Moreton_Bay_Mixed,R2,8,54.548261,1,12.065586,1.516674,7.955295,182.161976,185.848414,1.020237,13.28902,13.985111,1.052381,7,0.161783,0.208811,0.175308,0.264936,0.189162
101,Moreton_Bay_Mixed,R2,6,52.567471,0.833333,11.562646,5.959844,1.940092,150.263228,171.471429,1.14114,14.254189,12.029547,1.184932,6,0,0.20433,0.29324,0.222766,0.279664
102,Moreton_Bay_Mixed,R2,6,53.061836,1,11.69997,5.987309,1.954128,152.469587,174.641797,1.145421,12.111941,14.418977,1.190476,6,0,0.277699,0.21275,0.286731,0.22282
103,Moreton_Bay_Mixed,R2,6,52.567471,1,11.672505,5.849985,1.995305,147.099649,170.385222,1.158298,11.617576,14.66616,1.262411,6,0,0.297466,0.193606,0.32582,0.183108
104,Moreton_Bay_Mixed,R2,6,51.258465,1,11.327695,5.758459,1.96714,141.574386,162.608163,1.14857,11.547247,14.081985,1.21951,6,0,0.271386,0.22107,0.294738,0.214085
105,Moreton_Bay_Mixed,R2,10,63.937864,0.9,10.024622,2.938725,3.411215,179.312489,254.953263,1.421838,15.242919,16.726013,1.097297,7,0.138492,0.160447,0.265744,0.166202,0.269114
106,Moreton_Bay_Mixed,R2,6,51.255756,1,11.345675,5.739577,1.976744,139.743861,161.631454,1.156627,11.212197,14.415681,1.285714,6,0,0.309696,0.196269,0.300474,0.193561
107,Moreton_Bay_Mixed,R2,6,50.054449,1,11.456907,5.227909,2.191489,142.371797,152.447039,1.070767,14.54916,10.478065,1.388535,6,0,0.185824,0.311704,0.198686,0.303786
108,Moreton_Bay_Mixed,R2,6,55.53366,1,12.249264,6.261956,1.95614,159.020776,192.258725,1.209016,14.583765,13.183065,1.10625,6,0,0.214366,0.288383,0.221634,0.276578
109,Moreton_Bay_Mixed,R2,10,59.187315,0.9,11.438219,1.448444,7.896903,172.81292,215.069424,1.244522,16.765767,12.827891,1.306978,7,0.126487,0.194036,0.24043,0.187458,0.251588
110,Moreton_Bay_Mixed,R2,6,53.391412,1,11.901836,5.895302,2.018868,150.117529,177.804398,1.184435,12.7472,13.948506,1.094241,6,0,0.273913,0.208401,0.28934,0.228346
111,Moreton_Bay_Mixed,R2,6,51.413953,1,11.397858,5.740126,1.985646,144.323031,163.881554,1.135519,11.69997,14.007006,1.197183,6,0,0.270395,0.209571,0.28625,0.233784
112,Moreton_Bay_Mixed,R2,6,52.323584,1,11.479154,5.962041,1.925373,146.968459,170.357093,1.159141,12.213286,13.948506,1.142077,6,0,0.259274,0.224358,0.308895,0.207473
113,Moreton_Bay_Mixed,R2,6,52.64983,1,11.601525,5.948418,1.950355,150.376636,172.349276,1.146117,12.213242,14.111673,1.15544,6,0,0.269307,0.220724,0.292647,0.217322
114,Moreton_Bay_Mixed,R2,6,51.131085,1,11.369495,5.6742,2.003717,144.057549,158.209419,1.098238,15.060889,10.504654,1.433735,6,0,0.183887,0.318169,0.181702,0.314389
115,Moreton_Bay_Mixed,R2,6,54.374824,1,12.083294,6.041647,2,154.100567,184.56912,1.197719,13.124958,14.062455,1.071429,6,0,0.265386,0.210403,0.299704,0.22461
116,Moreton_Bay_Mixed,R2,6,52.65608,0.833333,11.536421,6.015606,1.917749,149.449718,172.008166,1.150943,12.031211,14.296829,1.188312,6,0,0.273486,0.220552,0.293157,0.212805
117,Moreton_Bay_Mixed,R2,8,60.861583,1,12.877963,2.721746,4.731508,203.328581,221.624039,1.08998,18.359316,12.071476,1.520884,7,0.107704,0.15931,0.287314,0.184237,0.261435
118,Moreton_Bay_Mixed,R2,10,70.147787,0.9,12.362708,1.926656,6.416667,237.163606,304.552943,1.284147,19.266558,15.807335,1.218837,8,0,0.216201,0.291011,0.205416,0.287371
119,Moreton_Bay_Mixed,R2,10,67.789742,0.9,11.31631,1.949701,5.804125,242.767132,287.092097,1.182582,17.298818,16.596053,1.042345,7,0.152547,0.170781,0.193698,0.242318,0.239993
120,Moreton_Bay_Mixed,R2,8,69.94275,0.75,12.280025,6.073273,2.021978,218.880381,298.974539,1.365927,14.882856,20.088519,1.349776,8,0,0.287414,0.219667,0.302131,0.191242
121,Moreton_Bay_Mixed,R2,8,69.519623,0.75,12.127192,6.090625,1.991124,215.269393,295.742266,1.373824,14.866171,19.89364,1.338182,8,0,0.276635,0.21559,0.319304,0.188471
122,Moreton_Bay_Mixed,R2,10,69.046302,0.9,12.2218,2.378279,5.138926,229.696694,292.447788,1.273191,14.913342,19.609809,1.314917,9,0.047501,0.27235,0.192915,0.283904,0.203551
123,Moreton_Bay_Mixed,R2,12,70.051864,0.916667,12.25331,0.86355,14.189466,275.848717,305.19456,1.106384,18.741551,16.284381,1.150891,9,0.188532,0.171753,0.238012,0.174097,0.22611
124,Moreton_Bay_Mixed,R2,8,79.820162,1,15.749835,4.138466,3.805718,318.637109,375.75037,1.179242,24.693528,15.216553,1.622807,8,0,0.155999,0.340491,0.159164,0.344346
125,Moreton_Bay_Mixed,R2,12,69.64673,0.916667,12.347963,1.08324,11.3991,249.941696,289.222047,1.157158,13.67743,21.145935,1.546046,9,0.095587,0.303946,0.1361,0.326676,0.13639
126,Moreton_Bay_Mixed,R2,6,71.03327,1,15.803191,7.874566,2.006865,241.275425,312.639319,1.295778,16.109524,19.407111,1.204698,6,0,0.28739,0.204681,0.305993,0.201988
127,Moreton_Bay_Mixed,R2,10,68.391188,0.9,12.925171,0.819958,15.763221,227.738274,292.331722,1.28363,17.151991,17.043603,1.006359,7,0,0.291615,0.240339,0.295035,0.17243
128,Moreton_Bay_Mixed,R2,8,73.495586,1,14.089401,5.135902,2.743316,252.244533,316.310408,1.253983,13.759824,22.987969,1.670659,6,0,0.391809,0.104185,0.305869,0.198137
129,Moreton_Bay_Mixed,R2,8,60.762097,1,13.640838,1.743029,7.825939,225.270848,230.678968,1.024007,15.460818,14.92023,1.036232,7,0.144806,0.21837,0.1975,0.237954,0.202509
130,Moreton_Bay_Mixed,R2,10,65.747154,0.9,13.103142,2.012573,6.510643,200.009316,251.761841,1.258751,20.727031,12.146546,1.706414,7,0.094384,0.179434,0.213522,0.175158,0.326592
131,Moreton_Bay_Mixed,R2,8,67.406658,1,12.146546,4.938706,2.459459,200.101771,283.888402,1.41872,16.551338,17.151991,1.03629,8,0,0.251395,0.247678,0.263887,0.237041
132,Moreton_Bay_Mixed,R2,10,70.610143,0.9,12.302271,2.380367,5.168224,221.103603,290.712128,1.314823,13.080896,22.224175,1.69898,8,0.09404,0.32727,0.141099,0.354006,0.083017
133,Moreton_Bay_Mixed,R2,8,42.386398,1,8.5782,2.39021,3.588889,94.166268,109.874136,1.16681,12.150236,9.042963,1.343612,7,0,0.221614,0.288868,0.176932,0.317119
134,Moreton_Bay_Mixed,R2,8,42.88608,1,8.573937,2.393489,3.582192,94.913664,112.774074,1.188175,12.196959,9.246082,1.319149,7,0,0.223358,0.27803,0.184573,0.314833
135,Moreton_Bay_Mixed,R2,8,42.62378,1,8.520708,2.489423,3.422764,94.149189,111.151932,1.180594,12.204245,9.107645,1.34,8,0,0.215606,0.255722,0.204054,0.324618
136,Moreton_Bay_Mixed,R2,8,42.394267,1,8.491968,2.295127,3.7,92.775445,109.929566,1.184899,12.147777,9.049356,1.342391,7,0,0.177118,0.283825,0.193309,0.345748
137,Moreton_Bay_Mixed,R2,8,42.689355,1,8.590331,2.524639,3.402597,95.757824,111.721896,1.166713,12.147777,9.1969,1.320856,8,0,0.214398,0.259328,0.192212,0.333357
138,Moreton_Bay_Mixed,R2,8,42.689355,1,8.459181,2.377095,3.558621,93.992101,111.864605,1.190149,12.098596,9.246082,1.308511,7,0,0.180538,0.291521,0.206139,0.321528
139,Moreton_Bay_Mixed,R2,10,61.427308,0.9,10.148119,1.95318,5.195691,194.85193,235.568113,1.20896,14.842999,15.870655,1.069235,9,0.127631,0.21369,0.233778,0.220016,0.204333
140,Moreton_Bay_Mixed,R2,10,67.565643,0.9,12.513101,2.283688,5.47934,241.665904,276.877887,1.145705,19.796901,13.985921,1.415488,6,0.094628,0.129199,0.277046,0.124528,0.374598
141,Moreton_Bay_Mixed,R2,10,66.342732,0.9,10.147191,3.24575,3.1263,201.995555,273.270157,1.352852,15.238566,17.9328,1.176804,6,0.092638,0.259814,0.231281,0.225796,0.190471
142,Moreton_Bay_Mixed,R2,10,57.41122,0.9,10.602143,1.563017,6.783126,173.646802,196.697172,1.132743,17.403352,11.302258,1.539812,9,0.127593,0.16102,0.286607,0.179918,0.244913
143,Moreton_Bay_Mixed,R2,10,67.86353,0.9,11.630159,1.598396,7.276145,233.143989,287.743253,1.234187,17.278795,16.65297,1.03758,8,0.043931,0.205759,0.251335,0.28042,0.218556
144,Moreton_Bay_Mixed,R2,12,65.45493,0.75,8.690635,2.193095,3.962726,197.431545,264.30557,1.33872,14.501967,18.225498,1.25676,9,0.140694,0.259002,0.162426,0.298453,0.139425
145,Moreton_Bay_Mixed,R2,10,59.370757,0.9,10.221509,1.761487,5.802772,184.594041,220.278589,1.193314,15.0065,14.678878,1.022319,9,0.073167,0.21304,0.249461,0.223284,0.241048
146,Moreton_Bay_Mixed,R2,10,66.292881,0.9,11.095064,0.67284,16.48991,257.051313,274.327846,1.06721,17.159553,15.986888,1.073352,6,0.194801,0.302904,0.174908,0.170937,0.15645
147,Moreton_Bay_Mixed,R2,10,71.171866,0.9,10.821943,2.955528,3.661594,214.110481,315.0803,1.471578,19.021527,16.564406,1.148337,7,0.093314,0.234539,0.244634,0.23599,0.191522
148,Moreton_Bay_Mixed,R2,8,70.490697,0.75,12.590109,5.519095,2.281191,215.919151,309.423591,1.433053,16.557284,18.688064,1.128691,5,0,0.228757,0.318421,0.221964,0.230858
149,Moreton_Bay_Mixed,R2,10,66.249709,0.9,10.36462,3.172399,3.267124,202.49106,273.066819,1.348538,17.6792,15.445655,1.144607,7,0.083244,0.178169,0.30663,0.170919,0.261039
150,Moreton_Bay_Mixed,R2,10,64.743382,1,11.232554,2.199448,5.106988,212.380889,261.76885,1.232544,15.724605,16.647086,1.058665,9,0.081375,0.229958,0.238629,0.242283,0.207055
151,Moreton_Bay_Mixed,R2,6,64.820178,1,13.666079,7.940647,1.721028,192.438583,262.402551,1.363565,16.653279,15.75681,1.056894,6,0,0.241736,0.247278,0.253003,0.257983
152,Moreton_Bay_Mixed,R2,7,56.851535,0.714286,10.714666,5.715483,1.874674,181.992829,201.617041,1.10783,14.836603,13.589165,1.091797,9,0.114659,0.206242,0.250939,0.208764,0.219396
153,Moreton_Bay_Mixed,R2,10,66.369568,0.9,10.290896,3.440931,2.99073,200.018983,274.637223,1.373056,17.411078,15.773706,1.103804,7,0.095458,0.173122,0.295043,0.17255,0.263827
154,Moreton_Bay_Mixed,R2,10,63.619435,1,11.038422,2.098006,5.261386,204.033876,252.817833,1.239097,15.521848,16.28787,1.049351,9,0.075457,0.238647,0.228639,0.242468,0.214789
155,Moreton_Bay_Mixed,R2,10,69.679537,0.9,10.597136,2.878351,3.681669,203.809679,302.580733,1.484624,16.486273,18.353496,1.113259,7,0.088793,0.222363,0.233336,0.246897,0.208611
156,Moreton_Bay_Mixed,R2,10,70.307552,0.9,10.715107,3.126711,3.426958,208.325124,308.270515,1.479757,16.754405,18.399371,1.098181,7,0.078346,0.220138,0.245033,0.233143,0.223339
157,Moreton_Bay_Mixed,R2,10,63.637271,1,11.023326,2.104972,5.236803,205.455958,253.022474,1.231517,15.61963,16.199006,1.037093,9,0.090438,0.22411,0.250774,0.228843,0.204781
158,Moreton_Bay_Mixed,R2,10,63.927107,1,11.040398,2.169201,5.089616,205.969839,255.342783,1.23971,15.709007,16.254546,1.034728,9,0.085106,0.214976,0.227908,0.26887,0.20314
159,Moreton_Bay_Mixed,R2,8,63.762994,1,13.507016,2.967492,4.551661,218.586383,254.105333,1.162494,15.986888,15.894609,1.005806,5,0.103868,0.248485,0.288198,0.169814,0.189634
160,Moreton_Bay_Mixed,R2,10,71.433146,1,13.328026,1.409557,9.455469,277.877675,313.759897,1.12913,20.129519,15.587054,1.291425,6,0.106594,0.16132,0.276012,0.111965,0.344109
161,Moreton_Bay_Mixed,R2,8,61.565017,1,13.271983,3.392272,3.912417,196.122834,235.823878,1.202429,16.42413,14.358379,1.143871,7,0.053209,0.22755,0.257268,0.232874,0.229099
162,Moreton_Bay_Mixed,R2,8,56.602715,0.75,10.5226,3.953268,2.661747,157.60685,196.220269,1.244998,12.145326,16.156032,1.330226,8,0,0.321255,0.197307,0.281566,0.199872
163,Moreton_Bay_Mixed,R2,8,63.843491,0.75,12.158359,3.509529,3.464385,204.176153,251.356002,1.231074,17.803006,14.11874,1.260949,5,0,0.139572,0.316279,0.134705,0.407025
164,Moreton_Bay_Mixed,R2,8,71.442986,0.75,12.927326,5.257208,2.458972,230.676899,315.321642,1.366941,19.780284,15.941209,1.240827,8,0,0.218002,0.271515,0.230834,0.279648
165,Moreton_Bay_Mixed,R2,8,66.218589,0.75,12.32408,4.209919,2.927391,214.19016,270.126461,1.261153,18.53704,14.572254,1.272078,8,0,0.207868,0.293174,0.19111,0.307563
166,Moreton_Bay_Mixed,R2,10,63.97033,0.9,10.757737,2.135989,5.03642,197.735631,253.70766,1.283065,17.426122,14.559043,1.196928,7,0.080627,0.167602,0.223486,0.235663,0.291805
167,Moreton_Bay_Mixed,R2,8,69.638021,1,12.424482,4.589477,2.707167,222.642214,297.335826,1.335487,19.808472,15.010538,1.319638,8,0,0.198118,0.327901,0.185285,0.288695
168,Moreton_Bay_Mixed,R2,8,54.417784,1,11.910139,2.265152,5.257987,165.160637,184.498002,1.117082,12.840935,14.367957,1.118918,7,0.095447,0.239383,0.224853,0.225124,0.214892
169,Moreton_Bay_Mixed,R2,8,58.005769,1,10.707112,4.186732,2.557392,167.615645,208.906012,1.24634,15.678648,13.324236,1.176701,8,0,0.220543,0.271217,0.226787,0.27951
170,Moreton_Bay_Mixed,R2,6,50.958675,1,10.980206,6.006019,1.828201,133.054233,162.175404,1.218867,12.387882,13.091455,1.056795,6,0,0.279487,0.255211,0.246428,0.218874
171,Moreton_Bay_Mixed,R2,9,63.423029,1,13.374923,1.314715,10.173249,190.710345,239.166537,1.254083,12.3574,19.354114,1.566196,4,0,0.36029,0.206333,0.363066,0.070311
172,Moreton_Bay_Mixed,R2,6,66.920733,1,15.075524,7.231387,2.084735,214.964321,273.247671,1.27113,14.15116,19.309206,1.364496,8,0,0.315256,0.278705,0.169722,0.236317
173,Moreton_Bay_Mixed,R2,8,65.341802,1,11.842888,4.822071,2.455975,205.677501,266.584325,1.296128,16.847915,15.822986,1.064775,5,0,0.188076,0.364615,0.209388,0.237921
174,Moreton_Bay_Mixed,R2,8,82.114504,1,16.732288,4.374381,3.825064,271.078326,382.073679,1.409459,19.032487,20.074817,1.054766,8,0,0.263226,0.239814,0.247086,0.248867
175,Moreton_Bay_Mixed,R2,8,63.483407,1,11.303918,4.751257,2.379143,184.65169,251.013761,1.359391,16.803682,14.938021,1.124893,7,0,0.183767,0.308608,0.225283,0.282343
176,Moreton_Bay_Mixed,R2,8,53.314312,1,10.526954,3.061225,3.438805,153.774717,177.044464,1.151324,14.107379,12.549777,1.124114,6,0,0.208519,0.229898,0.274138,0.285361
177,Moreton_Bay_Mixed,R2,8,58.371136,1,10.509802,4.285283,2.452534,164.633599,212.939637,1.293415,14.691295,14.494272,1.013593,8,0,0.238706,0.25153,0.247018,0.262746
178,Moreton_Bay_Mixed,R2,8,61.83666,1,11.130772,4.405949,2.526305,178.894482,237.749826,1.328995,16.570901,14.347429,1.154974,7,0,0.183015,0.286694,0.206517,0.323774
179,Moreton_Bay_Mixed,R2,10,63.414934,0.9,11.626326,2.002185,5.806818,206.736155,250.094631,1.209729,14.737385,16.970082,1.151499,7,0.208228,0.234739,0.131934,0.267298,0.1578
180,Moreton_Bay_Mixed,R2,8,67.796683,1,12.356966,4.757622,2.597299,203.399387,287.268024,1.412335,16.869379,17.028962,1.00946,5,0,0.198499,0.226583,0.257553,0.317365
181,Moreton_Bay_Mixed,R2,8,75.061189,1,14.693965,4.848182,3.03082,266.050639,346.892489,1.303859,21.055252,16.475343,1.277986,9,0.136314,0.180884,0.247925,0.168876,0.266555
182,Moreton_Bay_Mixed,R2,10,60.60217,0.9,10.343251,2.987478,3.462201,172.827585,224.493009,1.298942,17.375547,12.920054,1.344851,7,0.112336,0.188936,0.25818,0.192563,0.24796
183,Moreton_Bay_Mixed,R2,10,61.499982,0.9,10.026009,2.399771,4.177902,187.397756,236.370702,1.261332,15.234326,15.515665,1.018467,7,0.111566,0.1738,0.269223,0.18379,0.261621
184,Moreton_Bay_Mixed,R2,10,57.59214,0.9,11.562307,1.245789,9.281109,168.192482,207.278744,1.23239,14.555105,14.240965,1.022059,7,0.108575,0.244629,0.201362,0.255236,0.190197
185,Moreton_Bay_Mixed,R2,14,67.758857,0.857143,10.85359,0.836455,12.975697,190.612075,287.020138,1.505782,16.318412,17.58873,1.077846,8,0.162152,0.239406,0.163494,0.262949,0.172
